Facility_Name	Process	Street	City	State	Zip	Latitude	Longitude	Accidents	Total_No_Chemicals	Chemical_Names
Cathay Pigments (USA) Inc.	3	4901 Evans Ave	Valparaiso	IN	46383	41.47821749	-87.01087166	0	2	Public OCA Chemical; Ammonia (anhydrous)
"Eldon C. Stutsman, Inc. - Riverside Facility"	2	410 E. River Street	Riverside	IA	52327	41.483163	-91.582362	0	2	Public OCA Chemical; Ammonia (anhydrous)
Nichols Agriservice LLC.	2	1783 Davis Ave.	Nichols	IA	52766	41.48334162	-91.30949944	0	2	Public OCA Chemical; Ammonia (anhydrous)
Vision Ag LLC - Kalona	2	102 South 14th	Kalona	IA	52247	41.4873	-91.707929	0	2	Public OCA Chemical; Ammonia (anhydrous)
"American Chemical Service, Inc"	3	420 South Colfax Avenue	Griffith	IN	46319	41.49022386	-87.41264233	0	2	Public OCA Chemical; Bromine
Mason Corporation	3	1049 US Highway 41	Schererville	IN	46375	41.490429	-87.456888	0	2	Public OCA Chemical; Chlorine
Pactiv - Frankfort	3	437 Center Road	Frankfort	IL	60423	41.49051313	-87.84829531	0	2	"Public OCA Chemical; Isopentane  [Butane, 2-methyl-]"
Thoms Proestler Company	3	8001 51st Street West	Rock Island	IL	61204	41.490736	-90.569725	0	2	Public OCA Chemical; Ammonia (anhydrous)
Union Mills Agronomy	2	3551 West 800 South	Union Mills	IN	46382	41.49115325	-86.76873183	1	2	Public OCA Chemical; Ammonia (anhydrous)
Domtar - Johnsonburg Mill (formerly Weyerhaeuser)	3	100 Center Street	Johnsonburg	PA	15845	41.49117887	-78.67615836	0	2	Public OCA Chemical; Chlorine dioxide  [Chlorine oxide (ClO2)]
City of Beacon Wastewater Treatment Facility	3	96 Dennings Avenue	Beacon	NY	12508	41.49133924	-73.98121333	0	2	Public OCA Chemical; Chlorine
Farmers Cooperative Company--St. Mary's Branch	2	262 Pearle St.	St.Mary	NE	68432	41.49142579	-99.88023916	0	2	Public OCA Chemical; Ammonia (anhydrous)
Norman	2	Main St.	Norman	NE	68963	41.49142579	-99.88023916	0	2	Public OCA Chemical; Ammonia (anhydrous)
Blue Hill	2	P.O. Box 336	Blue Hill	NE	68903	41.49142579	-99.88023916	0	2	Public OCA Chemical; Ammonia (anhydrous)
PolyOne Corporation Avon Lake Facility	3	33587 Walker Road	Avon Lake	OH	44012	41.49331523	-82.0525587	0	2	"Public OCA Chemical; Vinyl chloride  [Ethene, chloro-]"
Arctic Glacier Inc.	3	225 Lake Street	Newburgh	NY	12550	41.49375093	-74.03140897	0	2	Public OCA Chemical; Ammonia (anhydrous)
Sweetland Ag Tech LLC (north)	2	3094 170 street	Muscatine	IA	52761	41.49425589	-90.96686117	0	2	Public OCA Chemical; Ammonia (anhydrous)
Rock Island Water Plant	2	2215- 16 Avenue	Rock Island	IL	61201	41.49571992	-90.5690785	0	2	Public OCA Chemical; Chlorine
City of Newport Station 1 Water Plant	2	100 Bliss Mine Rd	Newport	RI	2840	41.49584893	-71.29406805	0	2	Public OCA Chemical; Chlorine
Famers Cooperative Company - Earlham	2	1409 105th St.	Earlham	IA	50072	41.49658051	-94.15584836	0	2	Public OCA Chemical; Ammonia (anhydrous)
Rock Island Wastewater Treatment Plant	2	1299- Mill Street	Rock Island	IL	61201	41.49870429	-90.59812695	0	2	Public OCA Chemical; Chlorine
"Westco Agronomy Company, LLC - Adair"	2	110 Audubon Street	Adair	IA	50002	41.499324	-94.647499	0	2	Public OCA Chemical; Ammonia (anhydrous)
"Westco Agronomy Company, LLC dba PELGROW A  Adair"	2	1012 Broad St.	Adair	IA	50002	41.499324	-94.647499	0	2	Public OCA Chemical; Ammonia (anhydrous)
Nofziger Farm Service	2	16134 County Road B	Wauseon	OH	43567	41.50065644	-84.17440422	0	2	Public OCA Chemical; Ammonia (anhydrous)
"Nufarm Americas, Inc."	3	220 East 17th Street	Chicago Heights	IL	60411	41.50071455	-87.6338464	0	4	"Public OCA Chemical; Isopropylamine [2-Propanamine]; Dimethylamine  [Methanamine, N-methyl-]; Ammonia (conc 20% or greater)"
"Westco Agronomy Company, LLC dba PELGROW A  Stuart"	2	215 South Madison	Stuart	IA	50250	41.50201	-94.316481	0	2	Public OCA Chemical; Ammonia (anhydrous)
"Westco Agronomy Company, LLC dba PELGROW A  Stuart"	2	504 East Front Street	Stuart	IA	50250	41.50201	-94.316481	0	2	Public OCA Chemical; Ammonia (anhydrous)
Ottawa County Regional Water Treatment Plant	3	1405 W. Fremont Road	Port Clinton	OH	43452	41.50342123	-82.9618504	0	2	Public OCA Chemical; Chlorine
City of Meriden Broad Brook Water Treatment Plant	3	Route 70	Cheshire	CT	6410	41.504235	-72.906403	0	2	Public OCA Chemical; Chlorine
"Westco Agronomy Company, LLC - Casey"	2	103 Sherman Street	Casey	IA	50048	41.50502286	-94.51928818	0	2	Public OCA Chemical; Ammonia (anhydrous)
Cargill	2	1034 HWY 146	New Sharon	IA	50207	41.50567565	-92.65153151	0	2	Public OCA Chemical; Ammonia (anhydrous)
Avon Lake Water Filtration Plant	3	33370  Lake Road	Avon Lake	OH	44012	41.50626646	-82.04614724	0	2	Public OCA Chemical; Chlorine
"Dynegy Kendall Energy, LLC"	2	1401 County Line Road	Minooka	IL	60447	41.507187	-88.334647	0	2	Public OCA Chemical; Ammonia (conc 20% or greater)
Heart of Iowa Cooperative	2	605 Broadway	Barnes City	IA	50027	41.507587	-92.473535	0	2	Public OCA Chemical; Ammonia (anhydrous)
"Buckeye Terminals, LLC- Hartsdale Station"	3	45 Division Street	Schererville	IN	46375	41.50771696	-87.46104786	0	2	Public OCA Chemical; Butane
Petrogas Griffith Terminal	3	1800 W. Avenue H	Griffith	IN	46319	41.5078361	-87.44330691	0	2	Public OCA Chemical; Propane
Benton Crop Center	2	15551 Jackson Street	Goshen	IN	46526	41.51020464	-85.76369746	0	2	Public OCA Chemical; Ammonia (anhydrous)
City of East Moline Water Filtration Plant	3	901 12th Ave	East Moline	IL	61244	41.510378	-90.418471	0	2	Public OCA Chemical; Chlorine
"Central Grocers, Inc."	3	2600 West Haven Road	Joliet	IL	60433	41.51104949	-88.02106096	0	2	Public OCA Chemical; Ammonia (anhydrous)
"North English, IA 432 Satellite"	2	207 East Lakeview	North English	IA	52316	41.51194808	-92.07921418	0	2	Public OCA Chemical; Ammonia (anhydrous)
"North English, IA 432"	2	211 East Lakeview	North English	IA	52316	41.51194962	-92.07904618	0	2	Public OCA Chemical; Ammonia (anhydrous)
GR/RS/Sw Co. J.P.W.B. Water Treatment Facility	3	#3 Telephone Canyon Rd.	Green River	WY	82935	41.512073	-109.465736	0	2	Public OCA Chemical; Chlorine
Nash Finch Company - Westville Facility	3	6500 South US 421	Westville	IN	46391	41.51236981	-86.89392488	0	2	Public OCA Chemical; Ammonia (anhydrous)
"GRAINCO FS, Inc.  Mendota Facility"	2	183 N 40th Rd	Mendota	IL	61342	41.51287521	-89.13053883	0	2	Public OCA Chemical; Ammonia (anhydrous)
"Hintzsche Fertilizer, Minooka"	2	60 Rt 52	Minooka	IL	60447	41.51326318	-88.26915652	0	2	Public OCA Chemical; Ammonia (anhydrous)
GRAINCO FS - NEWARK	2	202 N. Route 71 West	Newark	IL	60541	41.514251	-88.510263	0	2	Public OCA Chemical; Ammonia (anhydrous)
Carper Farm Supply INC.	2	309 N Grand Ave.	Ashley	IN	46705	41.514265	-85.072002	0	2	Public OCA Chemical; Ammonia (anhydrous)
"Frozen Specialties, Inc."	3	720 Barre Road	Archbold	OH	43502	41.51436677	-84.29747283	0	2	Public OCA Chemical; Ammonia (anhydrous)
Interstate Warehousing Joliet	3	2500 McDonough Street	Joliet	IL	60436	41.51480447	-88.14627727	0	2	Public OCA Chemical; Ammonia (anhydrous)
"GOLDEN FURROW FERTILIZER, INC"	2	11427 Hwy 149	North English	IA	52316	41.518029	-92.080384	0	2	Public OCA Chemical; Ammonia (anhydrous)
Hanson Logistics -  Hobart Division	3	2201 Northwind Parkway	Hobart	IN	46342	41.51934	-87.24996	0	2	Public OCA Chemical; Ammonia (anhydrous)
"Kraft Foods Group, Inc - Davenport"	3	1337 West Second Street	Davenport	IA	52802	41.52077728	-90.59370221	0	2	Public OCA Chemical; Ammonia (anhydrous)
AGRILAND FS INC.   MISSOURI VALLEY	2	1850 335TH ST.	MISSOURI VALLEY	IA	51555	41.52091915	-95.95022466	0	2	Public OCA Chemical; Ammonia (anhydrous)
Atlas Roofing Corporation	3	3110 Morton Drive	East Moline	IL	61244	41.52376601	-90.4095651	0	2	Public OCA Chemical; Pentane
TROTTER GRAIN AND FERTILIZER	2	300 Railroad	ARCADIA	NE	68815	41.52436	-99.039205	0	2	Public OCA Chemical; Ammonia (anhydrous)
"Atkinson Grain & Fertilizer, Inc. - Hooppole Plant"	2	100 E Cahn Street	Hooppole	IL	61258	41.524393	-89.911984	0	2	Public OCA Chemical; Ammonia (anhydrous)
Hunter Panels LLC	3	9 Hudson Crossing Drive	Montgomery	NY	12549	41.525576	-74.236316	0	3	"Public OCA Chemical; Isopentane  [Butane, 2-methyl-]; Pentane"
SANDVIK MATERIALS TECHNOLOGY	2	982 GRIFFIN POND ROAD	CLARKS SUMMIT	PA	18411	41.52670673	-75.66098506	1	2	Public OCA Chemical; Hydrogen fluoride/Hydrofluoric acid (conc 50% or greater) [Hydrofluoric acid]
"General Mills Operations, Inc."	3	6101 Southeast 52nd Street	Carlisle	IA	50047	41.52678459	-93.50580424	0	2	Public OCA Chemical; Chlorine
East River Station Water Treatment Plant	3	1719 East River Drive	Davenport	IA	52803	41.52835562	-90.55143489	0	2	Public OCA Chemical; Chlorine
Alexander Chemical Corporation	3	Kingsbury Industrial Park	Kingsbury	IN	46345	41.528451	-86.697613	4	7	"Public OCA Chemical; Sulfur dioxide (anhydrous); Methyl chloride  [Methane, chloro-]; Hydrogen chloride (anhydrous) [Hydrochloric acid]; Ammonia (anhydrous); Ammonia (conc 20% or greater); Chlorine"
"Bureau Service Co d/b/a Ag View FS, Inc - LaMoille"	2	26634 3200 East Street	LaMoille	IL	61330	41.53462137	-89.23904967	0	2	Public OCA Chemical; Ammonia (anhydrous)
MONKE BROS. FERTILIZER - NICKERSON LOCATION	2	325 EAST CEDAR STREET	NICKERSON	NE	68044	41.53467661	-96.46623794	0	2	Public OCA Chemical; Ammonia (anhydrous)
Farm Service Company	2	3299 Italy Ave.	Missouri Valley	IA	51555	41.53517051	-95.93658956	0	2	Public OCA Chemical; Ammonia (anhydrous)
Wilbur-Ellis Company - Pulaski	2	17768 County Road H-50	Bryan	OH	43506	41.53574388	-84.48198373	0	2	Public OCA Chemical; Ammonia (anhydrous)
"Bozzuto's, Inc. Warehouse Distribution Facility"	3	400 Industrial Avenue	Cheshire	CT	6410	41.53601599	-72.90206633	0	2	Public OCA Chemical; Ammonia (anhydrous)
Wilbur-Ellis Company - Archbold	2	21450 County Road J	Archbold	OH	43502	41.536104	-84.296476	0	2	Public OCA Chemical; Ammonia (anhydrous)
The Procter & Gamble Paper Products Co. -Mehoopany	3	5188 SR 87	Tunkhannock	PA	18657	41.5374	-75.97452	0	2	Public OCA Chemical; Chlorine
MONKE BROS. FERTILIZER - ROLLANDS LOCATION	2	11037 ROLLAND LANE	BLAIR	NE	68008	41.5384537	-96.26646464	0	2	Public OCA Chemical; Ammonia (anhydrous)
PREISTER AG SUPPLY	2	30551 430th Ave.	Monroe	NE	68647	41.53907622	-97.67670238	0	2	Public OCA Chemical; Ammonia (anhydrous)
"Flint Hills Resources Menlo, LLC"	3	3363 Talon Avenue	Menlo	IA	50164	41.53977828	-94.37598822	0	3	Public OCA Chemical; Flammable Mixture; Ammonia (anhydrous)
Heartland Co-op Booneville	2	29927-360th Street	Booneville	IA	50038	41.539788	-93.885271	0	2	Public OCA Chemical; Ammonia (anhydrous)
"CF Industries Sales, LLC - Blair Terminal"	3	250 Industrial Park Drive	Blair	NE	68008	41.54294612	-96.10231782	0	2	Public OCA Chemical; Ammonia (anhydrous)
Blair Water Treatment Facility	2	742 East Fairview Drive	Blair	NE	68008	41.54333	-96.141019	0	2	Public OCA Chemical; Chlorine
"Novozymes Blair, Inc"	3	600 S. 1st Street	Blair	NE	68008	41.54333	-96.141019	0	2	Public OCA Chemical; Ammonia (anhydrous)
"Newark, IL"	2	12219 Route 47	Newark	IL	60541	41.54350173	-88.43397004	0	2	Public OCA Chemical; Ammonia (anhydrous)
"Brayton, IA 447 Satellite"	2	504 Clinton Street	Brayton	IA	50042	41.54499843	-94.92277298	0	2	Public OCA Chemical; Ammonia (anhydrous)
"La Moille, IL"	2	28987 Highway 92	La Moille	IL	61330	41.54657879	-89.30198666	0	2	Public OCA Chemical; Ammonia (anhydrous)
"Phibro-Tech, Inc. Joliet Facility"	3	10 Industry Avenue	Joliet	IL	60435	41.55004401	-88.08676742	0	2	Public OCA Chemical; Ammonia (anhydrous)
"Eldon C. Stutsman, Inc. - Hills Facility"	3	121 Lassie Street	Hills	IA	52235	41.552974	-91.532344	0	2	Public OCA Chemical; Ammonia (anhydrous)
IBM East Fishkill Facility	2	2070 Route 52	Hopewell Junction	NY	12533	41.5544329	-73.80741425	0	2	Public OCA Chemical; Ammonia (conc 20% or greater)
"Edon, OH (Main)"	2	205 South Michigan	Edon	OH	43518	41.5548879	-84.7682982	0	2	Public OCA Chemical; Ammonia (anhydrous)
"Walnut, IL 3539 Satellite"	2	28411 1600 East Street	Walnut	IL	61376	41.55636929	-89.55090789	0	2	Public OCA Chemical; Ammonia (anhydrous)
"Davis Farm Services, Inc."	2	5765 State Route 109	Delta	OH	43515	41.55728892	-84.0013475	0	2	Public OCA Chemical; Ammonia (anhydrous)
United Western Coop-Missouri Valley	2	220 E. Lincoln Hwy	Missouri Valley	IA	51555	41.55834855	-95.88109314	0	2	Public OCA Chemical; Ammonia (anhydrous)
Wal-Mart Distribution Center #6090	3	5400 W. SR 83	Corinne	UT	84307	41.55858489	-112.1449508	0	2	Public OCA Chemical; Ammonia (anhydrous)
John S. Roth Water Treatment Facility	3	566 River Road	Middletown	CT	6457	41.55958488	-72.63112559	0	2	Public OCA Chemical; Chlorine
"Bureau Service Co. d/b/a Ag View FS, Inc. - Ohio"	2	28462 2300 East Street	Ohio	IL	61349	41.55981763	-89.41314286	0	2	Public OCA Chemical; Ammonia (anhydrous)
Country Partners Coop - Cedar Rapids	2	605 West Main	Cedar Rapids	NE	68627	41.5598897	-98.15137237	0	2	Public OCA Chemical; Ammonia (anhydrous)
"Americold, Bettendorf  - Plant # 80562"	3	6875 State Street	Bettendorf	IA	52722	41.55990655	-90.43698921	0	2	Public OCA Chemical; Ammonia (anhydrous)
"Bureau Service Co. d/b/a Ag View FS, Inc. - Walnut"	2	500 W. North St.	Walnunt	IL	61376	41.56008874	-89.59781952	0	2	Public OCA Chemical; Ammonia (anhydrous)
"Edon, OH (Location 2)"	2	10226 County Road 5	Edon	OH	43518	41.56035674	-84.73025399	0	2	Public OCA Chemical; Ammonia (anhydrous)
Dr. Charles W. Solomon Water Purification Plant	3	54 Reservoir Road	Lebanon	CT	6249	41.56039487	-72.23998257	0	2	Public OCA Chemical; Chlorine
Des Moines Butane Storage	3	2503 SE 43rd Street	Des Moines	IA	50327	41.56127063	-93.52588225	0	2	Public OCA Chemical; Butane
"ONEOK North System, L.L.C. - Des Moines Storage"	3	4401 Vandalia Road	Pleasant Hill	IA	50327	41.56666753	-93.52711717	0	5	"Public OCA Chemical; Ethyl mercaptan [Ethanethiol]; Isobutane  [Propane, 2-methyl]; Butane; Propane"
The Andersons Maumee Terminal	3	523 Illinois Ave.	Maumee	OH	43537	41.56867041	-83.66971027	0	2	Public OCA Chemical; Ammonia (anhydrous)
West Liberty Foods L.L.C.	3	207 West 2nd Street	West Liberty	IA	52776	41.56875841	-91.26614468	1	2	Public OCA Chemical; Ammonia (anhydrous)
"Atalissa, IA 6004 Satellite"	2	2015 Highway 6	Atalissa	IA	52720	41.569059	-91.162052	0	2	Public OCA Chemical; Ammonia (anhydrous)
"HELENA INDUSTRIES, INC."	3	3525 VANDALIA ROAD	DES MOINES	IA	50317	41.56909671	-93.546002	0	2	Public OCA Chemical; Isopropylamine [2-Propanamine]
Des Moines Wastewater Reclamation Authority	3	3000 Vandalia Road	Des Moines	IA	50317	41.57131022	-93.55550613	0	3	Public OCA Chemical; Chlorine; Methane
Central Valley Ag Cooperative - Elgin Tank Farm	2	North Highway 14	Elgin	NE	68660	41.572148	-97.861191	0	2	Public OCA Chemical; Ammonia (anhydrous)
Central Valley Ag Cooperative - Elgin East	2	Norco Road and Old Mill Road	Elgin	NE	68660	41.572148	-97.861191	0	2	Public OCA Chemical; Ammonia (anhydrous)
Central Valley Ag Cooperative  -  St Edward	2	8th Street-5 blocks South of Beaver	St.  Edward	NE	68660	41.572148	-97.861191	0	2	Public OCA Chemical; Ammonia (anhydrous)
Dairy Farmers of America INC - Goshen	3	1110 South 9th Street	Goshen	IN	46526	41.57239129	-85.82642454	0	2	Public OCA Chemical; Ammonia (anhydrous)
Brownell Water Treatment Plant	3	Off Route 6	Carbondale	PA	18407	41.572651	-75.499232	0	2	Public OCA Chemical; Chlorine
MillerCoors LLC - Milwaukee Brewery	3	4000 West State Street	Milwaukee	WI	52308	41.573839	-92.159956	0	2	Public OCA Chemical; Ammonia (anhydrous)
New Century FS  - Millersburg	2	1633 Hwy f52 Trail	Millersburg	IA	52308	41.573839	-92.159956	0	2	Public OCA Chemical; Ammonia (anhydrous)
Key Cooperative	2	504 6th Ave.	Sully	IA	50251	41.57635392	-92.84744718	0	2	Public OCA Chemical; Ammonia (anhydrous)
"Pine Ridge Farms, LLC"	3	1801 Maury Street	Des Moines	IA	50317	41.57978331	-93.58657641	0	2	Public OCA Chemical; Ammonia (anhydrous)
The Gilman Brothers Company	3	Gilman Road	Gilman	CT	6336	41.580991	-72.19831	0	2	"Public OCA Chemical; Isopentane  [Butane, 2-methyl-]"
EARLVILLE FARMERS COOP CROP PRODUCTION	2	4477 EAST 14TH ROAD	EARLVILLE	IL	60518	41.58217884	-88.89711065	0	2	Public OCA Chemical; Ammonia (anhydrous)
"Kemin Industries, Inc. - Des Moines Facility"	3	2100 Maury St.	Des Moines	IA	50317	41.58225238	-93.58057689	1	2	Public OCA Chemical; Ammonia (anhydrous)
City of La Porte - Wastewater Treatment Plant	3	2101 Boyd Boulevard	La Porte	IN	46350	41.58473027	-86.69169025	0	3	Public OCA Chemical; Sulfur dioxide (anhydrous); Chlorine
"FP International - Thornton, IL"	3	16850 Canal Street	Thornton	IL	60476	41.58595341	-87.62758661	0	3	"Public OCA Chemical; Isobutane  [Propane, 2-methyl]; Isopentane  [Butane, 2-methyl-]"
"Falor Farm Center, Inc."	2	7891 C R 10	Delta	OH	43515	41.5862013	-84.05688504	0	2	Public OCA Chemical; Ammonia (anhydrous)
"Land O'Frost, Inc."	3	16850 Chicago Ave.	Lansing	IL	60438	41.5891096	-87.54437259	0	2	Public OCA Chemical; Ammonia (anhydrous)
Lawton Valley Water Plant	2	2154 W Main Rd	Portsmouth	RI	2871	41.59038025	-71.25366964	0	2	Public OCA Chemical; Chlorine
Leiner Davis Gelatin Corporation	3	7001 Brady Street	Davenport	IA	52806	41.59060745	-90.56702967	0	2	Public OCA Chemical; Ammonia (anhydrous)
AgriServices - West Unity	2	520 North Liberty Street	West Unity	OH	43570	41.59081503	-84.42919385	0	2	Public OCA Chemical; Ammonia (anhydrous)
"Westco Agronomy Company, LLC - Exira"	2	103 West Washington	Exira	IA	50076	41.59104769	-94.8763332	1	2	Public OCA Chemical; Ammonia (anhydrous)
Tuholski Farms Inc.	2	5702 East 100 South	Mill Creek	IN	46365	41.59240743	-86.5876493	0	2	Public OCA Chemical; Ammonia (anhydrous)
Carl Buddig and Company	3	50 West Taft Drive	South Holland	IL	60473	41.59374203	-87.62450875	0	2	Public OCA Chemical; Ammonia (anhydrous)
Heartland Co-op Redfield West	2	1535 Highway 6	Redfield	IA	50233	41.59421193	-94.17662716	0	2	Public OCA Chemical; Ammonia (anhydrous)
"Westco Agronomy Company, LLC dba PELGROWA Elk Horn"	2	1010 Northeast 1st St.	Elk Horn	IA	51531	41.595124	-95.06043	0	2	Public OCA Chemical; Ammonia (anhydrous)
"Barr Farms, US 35 Facility"	2	2077 S. US Hwy 35	LaPorte	IN	46350	41.5971233	-86.70980168	0	2	Public OCA Chemical; Ammonia (anhydrous)
Heartland Co-op Redfield East	2	1540 302nd Street	Redfield	IA	50233	41.59745773	-94.16596655	0	2	Public OCA Chemical; Ammonia (anhydrous)
Chevron U.S.A. Production- Table Rock Gas Plant	3	I-80 exit 152	Rock Springs	WY	82901	41.59755	-109.234183	0	2	Public OCA Chemical; Ammonia (anhydrous)
Simplot Phosphates LLC	3	515 South Highway 430	Rock Springs	WY	82901	41.59755	-109.234183	0	2	Public OCA Chemical; Ammonia (anhydrous)
Tampico Terminal	3	477 Tampico Road	Tampico	IL	61283	41.59794229	-89.7857308	0	3	Public OCA Chemical; Ethyl mercaptan [Ethanethiol]; Propane
Heartland Co-op Prairie City	2	9180 S. 80th Ave. West	Prairie City	IA	50228	41.598594	-93.236114	0	2	Public OCA Chemical; Ammonia (anhydrous)
Iowa City Wastewater Treatment - South Plant	3	4366 Napoleon St. SE	Iowa City	IA	52240	41.59863732	-91.51330495	0	3	Public OCA Chemical; Sulfur dioxide (anhydrous); Chlorine
"Indiana American Water - Northwest, Borman Park"	3	650 Madison Street	Gary	IN	46401	41.59924564	-87.34212932	0	2	Public OCA Chemical; Chlorine
TROTTER FERTILIZER AND PROPANE	2	15th & G	Ord	NE	68862	41.599708	-98.930085	0	2	Public OCA Chemical; Ammonia (anhydrous)
Country Partners Coop - Ord Tank Farm	2	81180 S. Hwy 70	Ord	NE	68862	41.599708	-98.930085	0	2	Public OCA Chemical; Ammonia (anhydrous)
"Green Plains Ord, LLC"	3	48267 Val-E Road	Ord	NE	68862	41.599708	-98.930085	0	3	Public OCA Chemical; Flammable Mixture; Ammonia (anhydrous)
Trotter Terminal	2	81216 Hwy 11	Ord	NE	68862	41.599708	-98.930085	0	2	Public OCA Chemical; Ammonia (anhydrous)
River Valley Cooperative Durant NH3	2	3478 A Highway 927	Durant	IA	52747	41.600384	-90.909392	0	2	Public OCA Chemical; Ammonia (anhydrous)
"Twin State, Inc.- Durant"	3	2206 Old Highway 6 West	Durant	IA	52747	41.600384	-90.909392	0	2	Public OCA Chemical; Ammonia (anhydrous)
GRAINCO FS - YORKVILLE	2	8115 RT 47	YORKVILLE	IL	60560	41.60042125	-88.43605546	0	2	Public OCA Chemical; Ammonia (anhydrous)
Ed Miniat Inc.	3	16250 South Vincennes Rd.	South Holland	IL	60473	41.60059614	-87.62880335	0	2	Public OCA Chemical; Ammonia (anhydrous)
Anderson Erickson Dairy Company	3	2229 Hubbell Avenue	Des Moines	IA	50317	41.60187807	-93.57626257	3	2	Public OCA Chemical; Ammonia (anhydrous)
Heartland Co-op Goodhue	2	5650 E. Army Post Road	Carlisle	IA	50317	41.60277	-93.543515	0	2	Public OCA Chemical; Ammonia (anhydrous)
Gold Star FS Inc.-Deer Grove	2	1455 Hoover Road	Deer Grove	IL	61243	41.6033602	-89.68942956	0	2	Public OCA Chemical; Ammonia (anhydrous)
Linde - Hammond	3	3930 Michigan Street	Hammond	IN	46323	41.60458069	-87.43686719	0	2	Public OCA Chemical; Acetylene  [Ethyne]
Country Partners Cooperative - Ord Bulk Plant	2	528 N. 14th St.	Ord	NE	68862	41.60619316	-98.92673821	0	2	Public OCA Chemical; Ammonia (anhydrous)
International Titianium Powder	2	20634 West Gaskin Drive	Lockport	IL	60441	41.608015	-88.013188	0	2	Public OCA Chemical; Titanium tetrachloride  [Titanium chloride (TiCl4) (T-4)-]
Central Valley Ag Cooperative - Hooper	2	1870 Highway 275	Hooper	NE	68031	41.610766	-96.546766	0	2	Public OCA Chemical; Ammonia (anhydrous)
City of La Porte - Water Works - Lake Street Plant	2	1119 Lake Street	La Porte	IN	46350	41.61136831	-86.72916119	0	2	Public OCA Chemical; Chlorine
Heartland Co-op Waukee	2	529 Ashworth	Waukee	IA	50263	41.61154454	-93.88326335	0	2	Public OCA Chemical; Ammonia (anhydrous)
New Century FS - Albion	2	1605 Meyer Ave.	Albion	IA	50157	41.612217	-92.531212	0	2	Public OCA Chemical; Ammonia (anhydrous)
Heartland Coop- Malcom	2	1001 E. Railroad Drive	Malcom	IA	50157	41.612217	-92.531212	0	2	Public OCA Chemical; Ammonia (anhydrous)
Hammond Water Filtration Plant	3	925 Casino Center Drive	Hammond	IN	46320	41.613152	-87.504662	0	2	Public OCA Chemical; Chlorine
Cargill Texturizing Solutions	3	1100 Indianapolis Boulevard	Hammond	IN	46320	41.613152	-87.504662	0	2	"Public OCA Chemical; Propylene oxide  [Oxirane, methyl-]"
"Rupari Food Services, Inc."	3	15600 South Wentworth Ave.	South Holland	IL	60473	41.61386469	-87.62292475	0	2	Public OCA Chemical; Ammonia (anhydrous)
"Ashland Specialty Chemical Co. -Calumet City, IL"	3	14303 Paxton Ave	Calumet City	IL	60409	41.614779	-87.551336	0	3	Public OCA Chemical; Formaldehyde (solution); Vinyl acetate monomer  [Acetic acid ethenyl ester]
Tiverton Power	3	304 Progress Road	Tiverton	RI	2878	41.615063	-71.168688	0	2	Public OCA Chemical; Ammonia (anhydrous)
Enterprise Iowa City Terminal	3	5354 American Legion Road	Iowa City	IA	52240	41.61520774	-91.40824793	0	3	Public OCA Chemical; Flammable Mixture; Propane
United Western Coop-Modale	2	2645 Fowler Avenue	Modale	IA	51556	41.618555	-96.00907	0	2	Public OCA Chemical; Ammonia (anhydrous)
"Indiana American Water, Northwest, Ogden Dunes"	3	84 Diana Road	Portage	IN	46368	41.61870273	-87.19876991	0	2	Public OCA Chemical; Chlorine
"StanChem, Inc."	3	401 Berlin Street	East Berlin	CT	6023	41.61885901	-72.71382641	0	2	Public OCA Chemical; Vinyl acetate monomer  [Acetic acid ethenyl ester]
Saniatry District of Hammond	3	5143 Columbia Avenue	Hammond	IN	46327	41.61985958	-87.49988273	0	3	Public OCA Chemical; Sulfur dioxide (anhydrous); Chlorine
TRANSFLO Toledo Terminal	3	1601 Miami Street	Toledo	OH	43605	41.62177882	-83.53443622	0	4	Public OCA Chemical; Butane; Propylene  [1-Propene]; Propane
Willoughby Quartz Plant	2	4901 Campbell Rd	Willoughby	OH	44094	41.62552111	-81.44590537	0	2	Public OCA Chemical; Hydrogen fluoride/Hydrofluoric acid (conc 50% or greater) [Hydrofluoric acid]
City of La Porte - Water Works - East Plant	2	2011 East State Road 2	La Porte	IN	46350	41.62856344	-86.68334305	0	2	Public OCA Chemical; Chlorine
Toledo Refining Company LLC	3	1819 Woodville Rd.	Oregon	OH	43616	41.62893796	-83.50547704	0	2	Public OCA Chemical; Flammable Mixture
Lost Creek Compressor Station	3	55 East Carlton Road	Wamsutter	WY	82336	41.62957	-108.26482	0	3	Public OCA Chemical; Flammable Mixture; Propane
"Praxair - Chesterton, IN"	2	391 Dunes Hwy	Chesterton	IN	46304	41.63071798	-87.10249516	0	2	Public OCA Chemical; Hydrogen
TRANSFLO East Chicago Terminal	2	1401 West 145th Street	East Chicago	IN	46312	41.63214653	-87.48896518	0	3	"Public OCA Chemical; Isobutane  [Propane, 2-methyl]; Pentane"
"Praxair - East Chicago, IN"	3	4400 Kennedy Avenue	East Chicago	IN	46312	41.63303362	-87.46178283	0	2	Public OCA Chemical; Hydrogen
Millard Refrigerated Services	3	2710 HWY 6 East	Iowa City	IA	52240	41.63402877	-91.49508538	0	2	Public OCA Chemical; Ammonia (anhydrous)
Millard Refrigerated Services	3	1650 East Madison	Des Moines	IA	50313	41.6341968	-93.59323565	0	2	Public OCA Chemical; Ammonia (anhydrous)
