Facility_Name	Process	Street	City	State	Zip	Latitude	Longitude	Accidents	Total_No_Chemicals	Chemical_Names
GE Betz Inc. BEAUMONT - Plant	3	10658 Hwy 90 W	Beaumont	TX	77713	30.146443	-94.222869	0	6	"Public OCA Chemical; Formaldehyde (solution); Propylene oxide  [Oxirane, methyl-]; Dimethylamine  [Methanamine, N-methyl-]; Epichlorohydrin  [Oxirane, (chloromethyl)-]; Allyl alcohol  [2-Propen-1-ol]"
ExxonMobil Chemical Company - BPEP	3	ExxonMobil Beaumont Polyethylene	Beaumont	TX	77713	30.146443	-94.222869	0	7	"Public OCA Chemical; Isopentane  [Butane, 2-methyl-]; 1-Butene; Propylene  [1-Propene]; Hydrogen; Chlorine; Ethylene  [Ethene]"
ST. MARTIN PARISH WATER TREATMENT PLANT	2	1114 LEVERT LANE	ST. MARTINVILLE	LA	70582	30.15791289	-91.81596173	0	2	Public OCA Chemical; Chlorine
Lake Charles Fractionation Plant	3	1399 Davison Road	Sulphur	LA	70665	30.15810272	-93.34992306	0	4	Public OCA Chemical; Flammable Mixture; Ethane; Propane
Southern Ionics Incorporated Lake Charles Plant	3	1697 Davison Road	Carlyss	LA	70665	30.15810428	-93.34736967	0	3	Public OCA Chemical; Ammonia (anhydrous); Ammonia (conc 20% or greater)
Brenham Main Water Treatment Plant	2	1105 South Austin	Brenham	TX	77833	30.15917595	-96.39696857	0	2	Public OCA Chemical; Chlorine
"Panama City, FL Terminal"	3	1830 East 3rd Street	Panama City	FL	32401	30.160005	-85.649607	0	2	Public OCA Chemical; Propane
Wal-Mart Distribution Center #7010	3	20131 Gene Campbell Blvd	New Caney	TX	77357	30.16044234	-95.31023936	0	2	Public OCA Chemical; Ammonia (anhydrous)
QuestVapco Corporation	3	2001 E. Tom Green Street	Brenham	TX	77833	30.1622473	-96.37539967	0	3	Public OCA Chemical; Butane; Propane
"St. Marks Powder, Inc."	3	7121 Coastal Highway	St. Marks	FL	32355	30.162617	-84.207166	0	3	"Public OCA Chemical; Nitric acid (conc 80% or greater); Oleum (Fuming Sulfuric acid)  [Sulfuric acid, mixture with sulfur trioxide]"
Blue Bell Creameries - Brenham	3	1101 S BLUE BELL RD	BRENHAM	TX	77833	30.16387103	-96.37767914	0	2	Public OCA Chemical; Ammonia (anhydrous)
Flint Hills Resources - Sour Lake Olefins Facility	3	6347 Stonewall Rd.	Sour Lake	TX	77659	30.1647	-94.35096	0	2	Public OCA Chemical; Ethylene  [Ethene]
Lake Charles Depropanizer Plant	3	504 Dave Dugas Rd	Sulphur	LA	70665	30.16884897	-93.36734362	0	4	"Public OCA Chemical; Isobutane  [Propane, 2-methyl]; Butane; Propane"
Brenham Wastewater Treatment Plant	2	2005 Old Chappell Hill Road	Brenham	TX	77833	30.17050857	-96.37826746	0	3	Public OCA Chemical; Sulfur dioxide (anhydrous); Chlorine
South Water Treatment Plant	2	810 Broussard Road	Lafayette	LA	70506	30.1746839	-92.09958356	0	2	Public OCA Chemical; Chlorine
McNeese Water Plant	2	617 East McNeese Street	Lake Charles	LA	70605	30.17605416	-93.22933441	0	2	Public OCA Chemical; Chlorine
"Advanced Urethane Technologies, Inc"	2	1200 Rink	Brenham	TX	77833	30.17756807	-96.40533611	0	2	"Public OCA Chemical; Toluene diisocyanate (unspecified isomer)  [Benzene, 1,3-diisocyanatomethyl-]"
Southwest Water Plant	2	4300 Alma Lane	Lake Charles	LA	70605	30.17805036	-93.24665496	0	2	Public OCA Chemical; Chlorine
Motiva Enterprises LLC-Sorrento Off Site Storage F	3	State Highway 61	Sorrento	LA	70778	30.183229	-90.864373	1	4	"Public OCA Chemical; Isobutane  [Propane, 2-methyl]; Butane; Flammable Mixture"
Lonestar Refinery Services LLC Sorrento	3	3401 Highway 70	Sorrento	LA	70778	30.183229	-90.864373	0	2	Public OCA Chemical; Flammable Mixture
Occidental Chemical Corporation - Geismar Plant	3	8318 Ashland Road	Geismar	LA	70734	30.18354744	-90.97270953	1	6	"Public OCA Chemical; Vinyl chloride  [Ethene, chloro-]; Propylene oxide  [Oxirane, methyl-]; Chloroform  [Methane, trichloro-]; Methyl chloride  [Methane, chloro-]; Chlorine"
Target Food Distribution Center T3892	3	3049 N. US 441	Lake City	FL	32055	30.184011	-82.634774	0	2	Public OCA Chemical; Ammonia (anhydrous)
San Jacinto River Authority - Water Plant 2	2	6140 Shadow Bend Place	The Woodlands	TX	77380	30.18502081	-95.49571517	0	2	Public OCA Chemical; Chlorine
Ambassador Caffery Treatment Plant	2	4112 Ambassador Caffery Parkway	Lafayette	LA	70503	30.189233	-92.044087	0	3	Public OCA Chemical; Sulfur dioxide (anhydrous); Chlorine
Walker #30 Production Facility	2	5405 Hwy 90 West	Vinton	LA	70668	30.190438	-93.581492	0	4	Public OCA Chemical; Butane; Pentane; Ethane
Texas Butylene Chemical Corporation-Lake Charles	3	3501 Cities Service Highway	West Lake	LA	70669	30.19449407	-93.32542171	0	2	Public OCA Chemical; Flammable Mixture
South Sewage Treatment Plant	2	231 W Bayou Parkway	Lafayette	LA	70503	30.19505832	-92.02685408	0	3	Public OCA Chemical; Sulfur dioxide (anhydrous); Chlorine
"Louisiana Pigment Company, L.P."	2	3300 Bayou D'Inde Road	Westlake	LA	70669	30.19835824	-93.32460683	6	2	Public OCA Chemical; Titanium tetrachloride  [Titanium chloride (TiCl4) (T-4)-]
Center East Water Plant	2	3207 Center Street	Lake Charles	LA	70601	30.19965788	-93.21182332	0	2	Public OCA Chemical; Chlorine
North East Florida Chemical Corporation	3	4453 Sunbeam Road	Jacksonville	FL	32257	30.20727069	-81.59915682	0	2	Public OCA Chemical; Chlorine
Louisiana Water Company - Crowley Water Plant	3	407 S. Avenue G	Crowley	LA	70526	30.20787947	-92.36900723	0	2	Public OCA Chemical; Chlorine
South Austin Regional Wastewater Treatment Plant	2	13009 Fallwell Lane	Austin	TX	78617	30.21139289	-97.61397338	1	3	Public OCA Chemical; Sulfur dioxide (anhydrous); Chlorine
Brenham Lake Pump Station	2	S. Tip of Lake Somerville Dam	Brenham	TX	77833	30.21684	-96.39642	0	2	Public OCA Chemical; Chlorine
East Sewage Treatment Plant	2	144 Judy Street	Lafayette	LA	70501	30.21850021	-92.00272825	0	3	Public OCA Chemical; Sulfur dioxide (anhydrous); Chlorine
San Jacinto River Authority - Water Plant 4	2	11904 W. Branch Crossing Drive	The  Woodlands	TX	77354	30.221346	-95.67672	0	2	Public OCA Chemical; Chlorine
City of Lake Charles - Chennault Water Plant	2	1501 West Main Street	Lake Charles	LA	70615	30.22138462	-93.16318456	0	2	Public OCA Chemical; Chlorine
"Borden Dairy Company of Texas, LLC"	3	1308 Bertrand Dr.	Lafayette	LA	70506	30.22145155	-92.051353	0	2	Public OCA Chemical; Ammonia (anhydrous)
Mermentau Facility	3	11513 Plant Road	Jennings	LA	70546	30.223918	-92.654187	0	2	Public OCA Chemical; Flammable Mixture
CITGO Petroleum Corporation-Refinery	3	Louisiana State Highway 108 - South	Lake Charles	LA	70602	30.225539	-93.216157	1	11	"Public OCA Chemical; Isobutane  [Propane, 2-methyl]; Butane; Pentane; Propylene  [1-Propene]; Hydrogen; Flammable Mixture; Ammonia (anhydrous); Chlorine; Hydrogen sulfide; Propane"
Center West Water Plant	2	3208 Center Street	Lake Charles	LA	70601	30.228174	-93.194503	0	2	Public OCA Chemical; Chlorine
Hayes Minerals 19 No. 1 Production Facility	2	"4 miles SE of Lake Charles, LA"	Lake Charles	LA	70601	30.228174	-93.194503	0	3	Public OCA Chemical; Butane; Pentane
Gradney Street Water Treatment Facility	2	300 A Gradney Street	Sulphur	LA	70663	30.228528	-93.357785	0	2	Public OCA Chemical; Chlorine
"Westlake Polymers Corp, Poly 1 & 2"	3	3525 Cities Service Highway	Sulphur	LA	70663	30.228528	-93.357785	2	5	"Public OCA Chemical; Isobutane  [Propane, 2-methyl]; Propylene  [1-Propene]; Vinyl acetate monomer  [Acetic acid ethenyl ester]; Ethylene  [Ethene]"
MGGT-GL Production Facility	2	"8 miles SW of Carlyss, LA"	Carlyss	LA	70663	30.228528	-93.357785	0	3	Public OCA Chemical; Butane; Pentane
San Jacinto River Authority - Water Plant 5	2	17501 St. Lukes Way	The Woodlands	TX	77384	30.230149	-95.490453	0	2	Public OCA Chemical; Chlorine
North Water Treatment Plant	2	200 North Buchannan Street	Lafayette	LA	70501	30.23249747	-92.01637218	0	2	Public OCA Chemical; Chlorine
Baker Petrlolite Corporation - Rayne Blend Plant	3	135 Industrial Drive	Rayne	LA	70578	30.23347818	-92.30561787	0	2	Public OCA Chemical; Acrolein  [2-Propenal]
City of Rayne Water Treatment Plant	2	206 4th Street	Rayne	LA	70578	30.23411655	-92.27285342	1	2	Public OCA Chemical; Chlorine
"Firestone Polymers, L.L.C."	3	Highway 108 South	Sulphur	LA	70665	30.23502	-93.374336	0	4	"Public OCA Chemical; 1,3-Butadiene; 2-Butene-cis; Boron trifluoride  [Borane, trifluoro-]"
Northeast Waste Water Treatment Plant	2	1201 Lajaunie Road	Lafayette	LA	70501	30.236054	-92.006492	0	3	Public OCA Chemical; Sulfur dioxide (anhydrous); Chlorine
Pioneer Americas LLC d/b/a/ Olin Chlor Alkali	3	4205 Highway 75	St. Gabriel	LA	70776	30.23611071	-91.11221654	2	2	Public OCA Chemical; Chlorine
ALTIVIA St. Gabriel	3	4205 Hwy 75	St. Gabriel	LA	70776	30.23611071	-91.11221654	0	2	Public OCA Chemical; Chlorine
Verdine Street Water Treatment Facility	2	119 East Verdine Street	Sulphur	LA	70663	30.23830779	-93.37523463	0	2	Public OCA Chemical; Chlorine
GH West Water Plant	2	225 North Ryan Street	Lake Charles	LA	70601	30.23994002	-93.2169734	1	2	Public OCA Chemical; Chlorine
Enterprise Tebone Fractionation Plant	3	10324 Highway 75	Geismar	LA	70734	30.243229	-90.990969	0	3	Public OCA Chemical; Ethyl mercaptan [Ethanethiol]; Flammable Mixture
"Honeywell International Inc., Geismar Plant"	3	P.O. Box 226	Geismar	LA	70734	30.243229	-90.990969	0	9	"Public OCA Chemical; Vinylidene fluoride [Ethene, 1,1-difluoro-]; Trifluorochloroethylene [Ethene, chlorotrifluoro-]; Chloroform  [Methane, trichloro-]; Boron trifluoride  [Borane, trifluoro-]; Hydrochloric acid (conc 37% or greater); Hydrogen fluoride/Hydrofluoric acid (conc 50% or greater) [Hydrofluoric acid]; Chlorine; Oleum (Fuming Sulfuric acid)  [Sulfuric acid, mixture with sulfur trioxide]"
Geismar Olefins Plant	3	5205 Highway 3115	Geismar	LA	70734	30.243229	-90.990969	2	7	"Public OCA Chemical; 1,3-Butadiene; Propylene  [1-Propene]; Chlorine; Ethane; Ethylene  [Ethene]; Propane"
Riverside Fractionation Plant	3	10280 Highway 75 River Road	Geismar	LA	70734	30.243229	-90.990969	0	5	"Public OCA Chemical; Isobutane  [Propane, 2-methyl]; Butane; Flammable Mixture; Propane"
Westlake Vinyls Company	3	36045 Highway 30	Geismar	LA	70734	30.243229	-90.990969	2	5	"Public OCA Chemical; Vinyl chloride  [Ethene, chloro-]; Propylene  [1-Propene]; Hydrogen chloride (anhydrous) [Hydrochloric acid]; Chlorine"
Shell Chemical Company LP	3	7594 Highway 75	Geismar	LA	70734	30.243229	-90.990969	0	5	Public OCA Chemical; Flammable Mixture; Ammonia (anhydrous); Chlorine; Ethylene oxide  [Oxirane]
BASF Corporation Geismar Site	3	8404 Highway 75	Geismar	LA	70734	30.243229	-90.990969	5	24	"Public OCA Chemical; Formaldehyde (solution); Phosgene  [Carbonic dichloride]; Trimethylamine [Methanamine, N,N-dimethyl-]; Propylene oxide  [Oxirane, methyl-]; 2-Methylpropene  [1-Propene, 2-methyl-]; Dimethylamine  [Methanamine, N-methyl-]; Flammable Mixture; Acrylonitrile  [2-Propenenitrile]; Ethylenediamine  [1,2-Ethanediamine]; Vinyl acetate monomer  [Acetic acid ethenyl ester]; Cyclohexylamine  [Cyclohexanamine]; Piperidine; Hydrochloric acid (conc 37% or greater); Hydrogen chloride (anhydrous) [Hydrochloric acid]; Ammonia (anhydrous); Ammonia (conc 20% or greater); Chlorine; Toluene diisocyanate (unspecified isomer)  [Benzene, 1,3-diisocyanatomethyl-]; Ethylene oxide  [Oxirane]; Methane; Ethylene  [Ethene]; Acetylene  [Ethyne]; Methylamine  [Methanamine]"
"PCS Nitrogen Fertilizer, L.P."	3	HWY 30  AND 3115	GEISMAR	LA	70734	30.243229	-90.990969	2	3	"Public OCA Chemical; Ammonia (anhydrous); Oleum (Fuming Sulfuric acid)  [Sulfuric acid, mixture with sulfur trioxide]"
Rubicon LLC	3	9156 Highway 75	Geismar	LA	70734	30.243229	-90.990969	1	7	"Public OCA Chemical; Formaldehyde (solution); Phosgene  [Carbonic dichloride]; Propylene oxide  [Oxirane, methyl-]; Ammonia (anhydrous); Chlorine; Ethylene oxide  [Oxirane]"
"Praxair - Geismar, LA"	3	Highway 75 Avenue E	Geismar	LA	70734	30.243229	-90.990969	0	6	Public OCA Chemical; Formaldehyde (solution); Hydrogen; Flammable Mixture; Ammonia (anhydrous); Methane
"Lion Copolymer Geismar, LLC"	3	36191 La Hwy 30	Geismar	LA	70734	30.243229	-90.990969	0	5	Public OCA Chemical; Propylene  [1-Propene]; Flammable Mixture; Hydrazine; Ammonia (anhydrous)
"Air Products, Geismar 2 SSU Plant"	3	36637 LA. Highway 30	Geismar	LA	70734	30.243229	-90.990969	0	2	Public OCA Chemical; Flammable Mixture
Momentive Speciality Chemicals Inc.	3	9288 Hwy. 75	Geismar	LA	70734	30.243229	-90.990969	1	2	Public OCA Chemical; Formaldehyde (solution)
Lonestar NGL Geismar Frac	3	10334 Highway 75	Geismar	LA	70734	30.243229	-90.990969	0	3	Public OCA Chemical; Butane; Flammable Mixture
IMTT-Geismar	3	8112 Highway 75	Geismar	LA	70734	30.243229	-90.990969	1	5	"Public OCA Chemical; Propylene oxide  [Oxirane, methyl-]; Dimethylamine  [Methanamine, N-methyl-]; Cyclohexylamine  [Cyclohexanamine]; Toluene diisocyanate (unspecified isomer)  [Benzene, 1,3-diisocyanatomethyl-]"
Western International Gas  - Geismar	3	37091 Hwy 30	Geismar	LA	70734	30.243229	-90.990969	0	2	Public OCA Chemical; Acetylene  [Ethyne]
Dynamic Fuels LLC	3	36187 Hwy 30	Geismar	LA	70734	30.243229	-90.990969	0	2	Public OCA Chemical; Propane
Balchem Corporation - St. Gabriel	3	3830 Hwy. 30	St. Gabriel	LA	70776	30.24494034	-91.0625597	0	3	"Public OCA Chemical; Trimethylamine [Methanamine, N,N-dimethyl-]; Ethylene oxide  [Oxirane]"
Conroe Natural Gas Processing Plant	3	13722 FM 3083	Conroe	TX	77302	30.244988	-95.403556	0	2	Public OCA Chemical; Flammable Mixture
Harcros Chemicals Inc. - St. Gabriel	2	3920 Highway 30	St. Gabriel	LA	70776	30.24590776	-91.06634912	1	4	"Public OCA Chemical; Sulfur dioxide (anhydrous); Chlorine; Toluene diisocyanate (unspecified isomer)  [Benzene, 1,3-diisocyanatomethyl-]"
Delta St. Gabriel	2	3950 Highway 30 South	St. Gabriel	LA	70776	30.24623142	-91.06761195	0	4	"Public OCA Chemical; Toluene 2,6-diisocyanate  [Benzene, 1,3-diisocyanato-2-methyl-]; Ethylenediamine  [1,2-Ethanediamine]; Toluene 2,4-diisocyanate  [Benzene, 2,4-diisocyanato-1-methyl-]"
"Syngenta Crop Protection, LLC - St. Gabriel Plant"	3	3905 Hwy 75	St. Gabriel	LA	70776	30.24744063	-91.10406636	1	10	"Public OCA Chemical; Ethylamine  [Ethanamine]; Isopropylamine [2-Propanamine]; Toluene 2,6-diisocyanate  [Benzene, 1,3-diisocyanato-2-methyl-]; Toluene 2,4-diisocyanate  [Benzene, 2,4-diisocyanato-1-methyl-]; Sulfur dioxide (anhydrous); Ammonia (anhydrous); Hydrocyanic acid; Chlorine; Methylamine  [Methanamine]"
Conlen Surfactant Technology	3	14292 Koalstad Rd	Conroe	TX	77302	30.24830423	-95.3756201	0	3	Public OCA Chemical; Formaldehyde (solution); Isopropylamine [2-Propanamine]
City of Beaumont Loeb Chlorination Facility	2	3142 Hwy 69 S	Lumberton	TX	77657	30.249112	-94.191872	0	2	Public OCA Chemical; Chlorine
Lumberton Municipal Utility District	2	619 F.M. 421	Lumberton	TX	77657	30.249112	-94.191872	0	2	Public OCA Chemical; Chlorine
"Milk Products, LLC dba Borden"	3	71 Strandtman Cove	Austin	TX	78702	30.24924612	-97.69454581	0	2	Public OCA Chemical; Ammonia (anhydrous)
Sunday House Foods	3	Sunco Ave.	Fredericksburg	TX	78624	30.24985	-99.09982	0	2	Public OCA Chemical; Ammonia (anhydrous)
"Georgia Gulf Lake Charles, LLC"	3	1600 VCM Plant Road	Westlake	LA	70669	30.25302177	-93.28780954	3	5	"Public OCA Chemical; Vinyl chloride  [Ethene, chloro-]; Propylene  [1-Propene]; Sulfur dioxide (anhydrous); Hydrogen chloride (anhydrous) [Hydrochloric acid]"
Excel Paralubes	3	2800 Old Spanish Trail	"Westlake, La"	LA	70669	30.259227	-93.263167	1	2	Public OCA Chemical; Flammable Mixture
Phillips 66 Company - Lake Charles Refinery	3	2200 Old Spanish Trail	Westlake	LA	70669	30.259227	-93.263167	0	2	Public OCA Chemical; Flammable Mixture
"Equistar Chemicals, LP - Lake Charles Polymers"	3	4101 Highway 108	Westlake	LA	70669	30.259227	-93.263167	0	5	Public OCA Chemical; 1-Butene; Propylene  [1-Propene]; Ethylene  [Ethene]; Propane
"Eagle US 2 LLC, Lake Charles Plant"	3	1300 PPG Drive	Westlake	LA	70669	30.259227	-93.263167	11	5	"Public OCA Chemical; Ethyl chloride  [Ethane, chloro-]; Vinyl chloride  [Ethene, chloro-]; Ammonia (anhydrous); Chlorine"
Sasol North America Inc.	3	2201 Old Spanish Trail	Westlake	LA	70669	30.259227	-93.263167	0	9	"Public OCA Chemical; 1,3-Butadiene; Pentane; Propylene  [1-Propene]; Butene; Hydrogen fluoride/Hydrofluoric acid (conc 50% or greater) [Hydrofluoric acid]; Ethylene oxide  [Oxirane]; Ethane; Ethylene  [Ethene]"
CERTAINTEED CORPORATION	3	3300 PETE MANENA ROAD	WESTLAKE	LA	70669	30.259227	-93.263167	0	2	"Public OCA Chemical; Vinyl chloride  [Ethene, chloro-]"
"Arch Chemicals, Inc."	3	960 I-10 Service Road	Westlake	LA	70669	30.259227	-93.263167	0	4	"Public OCA Chemical; 1,1-Dimethylhydrazine  [Hydrazine, 1,1-dimethyl-]; Methyl hydrazine  [Hydrazine, methyl-]; Hydrazine"
"Westlake, Louisiana Hydrogen Facility"	3	102 Trousdale Road	Westlake	LA	70669	30.259227	-93.263167	0	2	Public OCA Chemical; Flammable Mixture
Brenntag Southwest St Gabriel	2	7200 Hwy 74	St. Gabriel	LA	70776	30.26020992	-91.072555	0	3	Public OCA Chemical; Formaldehyde (solution); Cyclohexylamine  [Cyclohexanamine]
Westlake Petrochemical LP	3	900 Highway 108	Sulphur	LA	70664	30.260305	-93.372461	2	10	"Public OCA Chemical; 1-Butene; 1,3-Butadiene; Pentane; Propylene  [1-Propene]; Chlorine; Methane; Ethane; Ethylene  [Ethene]; Propane"
City of Jacksonville Beach Water Plant No. 2	3	1050 Osceola Avenue	Jacksonville Beach	FL	32250	30.26680353	-81.3961492	0	2	Public OCA Chemical; Chlorine
Southwest Wastewater Treatment Plant	2	2400 Sgt. Ed Holcomb Blvd.	Conroe	TX	77304	30.2707224	-95.49355787	0	3	Public OCA Chemical; Sulfur dioxide (anhydrous); Chlorine
Axiall Corporation - Plaquemine Facility	3	26100 Highway 405	Plaquemine	LA	70764	30.27288072	-91.18517073	3	4	"Public OCA Chemical; Vinyl chloride  [Ethene, chloro-]; Ammonia (anhydrous); Chlorine"
Shintech Plaquemine Plant 1	3	26270 Highway 405	Plaquemine	LA	70764	30.27314811	-91.17922776	0	7	"Public OCA Chemical; Vinyl chloride  [Ethene, chloro-]; Propylene  [1-Propene]; Chloroform  [Methane, trichloro-]; Hydrogen chloride (anhydrous) [Hydrochloric acid]; Chlorine; Ethylene  [Ethene]"
"Flopam, Inc."	3	26790 Hwy. 405	Plaquemine	LA	70764	30.27319564	-91.1593691	0	3	Public OCA Chemical; Acrylonitrile  [2-Propenenitrile]; Chlorine
Breaux Bridge Water Treatment Plant	2	251 Washington Street	Breaux Bridge	LA	70517	30.27418713	-91.8965695	0	2	Public OCA Chemical; Chlorine
Gillis Gas Plant	3	3807 Luke Powers Road	Lake Charles	LA	70615	30.2754219	-93.15635934	0	6	"Public OCA Chemical; Isobutane  [Propane, 2-methyl]; Butane; Flammable Mixture; Ethane; Propane"
Breaux Bridge Wastewater Treatment Plant	2	1100 Begnaud Street	Breaux Bridge	LA	70517	30.279139	-91.898037	0	3	Public OCA Chemical; Sulfur dioxide (anhydrous); Chlorine
City of Jacksonville Beach Pollution Control Plant	3	910 10th Street South	Jacksonville Beach	FL	32250	30.27957925	-81.39866558	0	2	Public OCA Chemical; Chlorine
Wal-Mart Distribution Center #6099	3	2686 Commerce Road	Macclenny	FL	32063	30.284132	-82.127726	0	2	Public OCA Chemical; Ammonia (anhydrous)
City of Fredericksburg Wastewater Treatment Plant	2	1460 East Main Street	Fredericksburg	TX	78624	30.28512749	-98.88602013	0	2	Public OCA Chemical; Chlorine
St. Gabriel Plant	3	3790 La Hwy 30	St. Gabriel	LA	70776	30.2874	-91.07334	0	8	"Public OCA Chemical; Ethylamine  [Ethanamine]; Isopropylamine [2-Propanamine]; Dimethylamine  [Methanamine, N-methyl-]; Acrylonitrile  [2-Propenenitrile]; Ammonia (anhydrous); Ethylene oxide  [Oxirane]; Methylamine  [Methanamine]"
Mexichem Fluor Inc. - St. Gabriel Site	3	4990B ICI Road	St. Gabriel	LA	70776	30.2874	-91.07334	0	4	Public OCA Chemical; Hydrochloric acid (conc 37% or greater); Hydrogen chloride (anhydrous) [Hydrochloric acid]; Hydrogen fluoride/Hydrofluoric acid (conc 50% or greater) [Hydrofluoric acid]
City of Jacksonville Beach Water Plant No. 1	3	337 South 1st Avenue South	Jacksonville Beach	FL	32250	30.28746935	-81.39245928	0	2	Public OCA Chemical; Chlorine
The Dow Chemical Company-Louisiana Operations	3	21255 Highway 1	Plaquemine	LA	70765	30.288255	-91.233565	0	29	"Public OCA Chemical; Ethyl chloride  [Ethane, chloro-]; Isobutane  [Propane, 2-methyl]; Isopentane  [Butane, 2-methyl-]; Isoprene  [1,3-Butadiene, 2-methyl-]; Butane; 1-Butene; Propylene oxide  [Oxirane, methyl-]; 1,3-Butadiene; Pentane; Propylene  [1-Propene]; Methyl ether  [Methane, oxybis-]; 2-Methylpropene  [1-Propene, 2-methyl-]; 1,3-Pentadiene; 2-Methyl-1-butene; 2-Butene-cis; Hydrogen; Epichlorohydrin  [Oxirane, (chloromethyl)-]; Chloroform  [Methane, trichloro-]; Methyl chloride  [Methane, chloro-]; Hydrogen chloride (anhydrous) [Hydrochloric acid]; Ammonia (anhydrous); Chlorine; Ethylene oxide  [Oxirane]; Methane; Ethane; Ethylene  [Ethene]; Methylamine  [Methanamine]; Propane"
INEOS Oxide	3	21255A Hwy 1	Plaquemine	LA	70765	30.288255	-91.233565	1	3	Public OCA Chemical; Ammonia (anhydrous); Chlorine
"Dexco Polymers, Vector SBC Plant"	3	21255 Hwy 1	Plaquemine	LA	70765	30.288255	-91.233565	0	4	"Public OCA Chemical; Isopentane  [Butane, 2-methyl-]; Isoprene  [1,3-Butadiene, 2-methyl-]; 1,3-Butadiene"
Albert H. Ullrich Water Treatment Plant	2	1000 Forest View Drive	Austin	TX	78746	30.28912849	-97.79437703	0	3	Public OCA Chemical; Ammonia (anhydrous); Chlorine
